Vote,Occupation_Satisfaction,Avg_monthly_expense_when_under_age_21,AVG_lottary_expanses,Most_Important_Issue,Avg_Residancy_Altitude,Looking_at_poles_results,Yearly_ExpensesK,Married,Gender,Voting_Time,Financial_balance_score_(0-1),%Of_Household_Income,Avg_government_satisfaction,Avg_education_importance,Avg_environmental_importance,Avg_Satisfaction_with_previous_vote,Avg_monthly_income_all_years,%Time_invested_in_work,Yearly_IncomeK,Avg_monthly_expense_on_pets_or_plants,Avg_monthly_household_cost,Will_vote_only_large_party,Phone_minutes_10_years,Avg_size_per_room,Weighted_education_rank,%_satisfaction_financial_policy,Garden_sqr_meter_per_person_in_residancy_area,Last_school_grades,Age_group,Number_of_differnt_parties_voted_for,Political_interest_Total_Score,Number_of_valued_Kneset_members,Main_transportation,Occupation,Overall_happiness_score,Num_of_kids_born_last_10_years,Financial_agenda_matters
Yellows,6,958.1231621,160530.3637,Environment,319.3743874,No,502.6400676,No,Female,By_16:00,0.123980168,0.584925538,1.902142873,8.153056856,7.899253923,3.790728874,7905,49.32320118,675.973694,6378.348064,80945.18373,Yes,252647.0376,25.99949411,915190.1363,78.87537987,102329.3737,90,30-45,5,1056.953528,15,Motorcycle_or_truck,Hightech,796.6263939,0,No
Pinks,9,589.5473684,34812.50481,Military,196.5157895,No,177.1486399,Yes,Female,After_16:00,0.585929731,0.235670894,4.129992875,9.319919595,1.172695721,2.43825516,4867,83.30920511,164.6630887,2100.812576,22848.62069,Yes,31381.6406,12.83211162,54704.75539,7.080972218,38824.9713,30,45_and_up,1,310.7822245,13,Foot_or_bicycle,Student_or_Unemployed,289.7411613,0,Yes
Yellows,3,128.7927763,21062.91444,Healthcare,42.93092545,No,490.6233496,Yes,Female,After_16:00,0.513293894,0.251533709,4.919277283,9.003207292,5.670303141,4.490783112,4974,97.53556882,555.7823782,6017.798252,69819.12168,Yes,240711.2712,23.57503718,619028.5504,55.41587339,1895.995285,80,45_and_up,3,919.1780944,2,Public_or_other,Public_Sector,739.8232382,0,No
Oranges,6,107.7166222,28981.64025,Social,35.90554073,No,807.1634534,No,Male,After_16:00,0.021193791,0.643087142,9.557921444,4.043627463,9.337626344,3.622293212,5864,7.970158802,855.5575846,9782.749703,97701.99011,Yes,651512.8405,29.24991598,1465450.186,48.3301939,1335.113396,70,45_and_up,3,1188.448707,5,Car,Services_or_Retail,675.4610711,0,No
Yellows,6,456.1428791,59147.44856,Financial,152.0476264,No,389.0060633,Yes,Male,By_16:00,0.749501043,0.881245738,0.625798958,8.568886437,5.602863387,1.589845701,8041,32.77328745,530.741204,4951.543041,63746.24323,Yes,151325.7173,23.03782116,564409.4506,20.57295332,23280.52831,60,30-45,2,835.564295,7,Public_or_other,Student_or_Unemployed,637.99321,0,No
Yellows,2,107.7737033,18084.79104,Education,35.92456777,No,503.4101217,No,Female,After_16:00,0.688935107,0.053988439,4.671846093,2.975421841,3.608673639,5.75904852,4794,84.7366398,642.46547,6319.032157,77846.26048,Yes,253421.7506,25.34690257,826815.0422,48.9564311,1336.499137,100,30-45,5,1017.495822,14,Public_or_other,Hightech,777.8717744,0,No
Oranges,5,85.52467938,12351.16932,Environment,28.50822646,No,433.2493057,Yes,Male,By_16:00,0.136666945,0.475483931,8.285043675,7.062709667,5.080074896,5.650873573,8555,22.20785208,577.7622813,5488.01762,70145.45287,Yes,187704.9609,24.03668615,668781.7233,66.92951669,851.2272024,90,30-45,2,923.2942918,15,Motorcycle_or_truck,Student_or_Unemployed,719.9666161,0,No
Browns,10,1056.038765,281789.7733,Healthcare,352.0129218,Yes,800.5097424,No,Male,After_16:00,0.918796234,0.645947027,0.063768495,5.35852493,0.083767485,2.247415902,8040,78.94896937,621.8896694,9248.876763,82630.73877,No,640815.8476,24.9377158,775141.8968,22.77524387,124275.11,80,45_and_up,1,1058.684277,13,Motorcycle_or_truck,Public_Sector,837.8651999,1,No
Reds,7,130.517394,27734.10746,Healthcare,43.50579801,No,637.4807204,No,Male,By_16:00,0.806837869,0.119099047,2.30650689,1.913614655,7.658906949,5.666120711,7587,93.76349295,693.3982491,7761.603702,82928.76491,Yes,406381.6689,26.33245619,962972.3415,46.22625459,1946.260258,80,45_and_up,1,1049.105034,12,Motorcycle_or_truck,Hightech,722.5970754,0,No
Browns,4,1203.802305,294264.8265,Financial,401.2674351,Yes,733.3384191,No,Female,After_16:00,0.826020336,0.097793299,8.917424544,9.486167177,4.743919037,2.426167242,3130,11.92479355,637.2281045,8607.8404,83352.70369,No,537785.237,25.24337744,813728.2049,23.1482168,161426.8219,60,30-45,2,1079.615271,17,Public_or_other,Student_or_Unemployed,865.5522701,1,No
Yellows,9,654.2800141,90970.90334,Healthcare,218.093338,No,417.1191296,Yes,Male,By_16:00,0.110071939,0.278125227,7.97358918,2.142707312,9.6825149,7.889099999,3678,12.01969541,641.1633279,5453.517952,76727.96657,Yes,173988.3683,25.32120313,823405.5051,83.43054994,47792.79743,80,45_and_up,1,1017.538802,8,Car,Student_or_Unemployed,797.5597884,0,No
Oranges,3,228.2045196,60019.4299,Environment,76.0681732,No,789.021576,No,Male,By_16:00,0.240270233,0.156443628,2.654076053,6.651976386,9.788678808,3.471686153,8906,1.721378532,843.4082363,9577.032232,96931.13823,Yes,622555.0473,29.04149163,1424171.541,6.429087743,5872.435146,90,30-45,1,1186.776365,17,Car,Public_Sector,697.6135887,2,No
Whites,5,110.7047862,10376.19401,Military,36.90159539,No,281.1855124,Yes,Male,After_16:00,0.330229278,0.709049479,6.585172254,1.556648903,4.620777371,4.414084607,6511,95.11638435,742.7696312,4297.394387,85061.07164,Yes,79065.2924,27.25380031,1104611.564,13.59383508,1408.629338,30,30-45,3,1150.075294,19,Car,Student_or_Unemployed,906.9281494,1,Yes
Greys,4,238.1684887,36371.83459,Environment,79.38949624,No,458.1441666,Yes,Male,By_16:00,0.184619644,0.99917166,3.40018776,4.630757126,1.844478329,5.392142185,5379,42.74411155,618.8811742,5819.204014,74129.06854,Yes,209896.0774,24.87732249,767227.7043,67.40908865,6392.081609,90,Below_30,3,968.6797294,8,Public_or_other,Public_Sector,731.7445119,2,No
Yellows,7,262.1768949,40190.74316,Financial,87.3922983,No,459.8888454,Yes,Female,By_16:00,0.025965567,0.853275134,4.185394791,7.298439015,6.396548639,9.841661211,6798,61.29510538,554.7300876,5708.348629,70512.70484,Yes,211497.7501,23.55270871,616717.185,93.57337577,7734.8061,60,30-45,4,943.4239517,19,Public_or_other,Public_Sector,796.3559767,0,No
Yellows,5,269.0980041,35763.21871,Environment,89.69933469,No,398.7010475,Yes,Female,After_16:00,0.417726714,0.513658429,7.489970024,2.705211344,2.352923867,2.290587067,9075,44.49000079,556.459872,5099.930219,65384.05875,Yes,158962.5253,23.58940169,620316.4598,96.58366647,8145.669979,90,45_and_up,1,846.9742327,15,Motorcycle_or_truck,Industry_or_other,612.5804863,1,No
Blues,6,321.8103517,67079.83636,Education,107.2701172,No,625.3357234,No,Male,After_16:00,0.261242407,0.448229149,8.11207548,3.63876597,6.057547564,5.731608581,8050,81.75386388,669.6569061,7592.671046,79956.01724,Yes,391044.7669,25.87772993,898200.9819,9.050149703,11624.14817,100,Below_30,1,1007.676037,20,Car,Services_or_Retail,684.9024983,0,No
Blues,5,435.8292565,83539.20506,Education,145.2764188,No,575.036236,No,Female,By_16:00,0.796343908,0.121956451,0.100087069,5.494807691,3.537614425,2.884844234,5604,59.29351004,668.5243341,7087.411028,78161.74924,Yes,330666.6727,25.85583752,895082.6148,28.61724077,21260.51428,100,45_and_up,2,983.1795786,10,Motorcycle_or_truck,Hightech,648.0081087,0,No
Greys,1,118.1735269,17264.62237,Healthcare,39.39117565,No,438.2865474,Yes,Female,After_16:00,0.38959708,0.525336302,4.743671755,1.44687237,1.862378244,3.996487628,4258,77.21690438,590.2261953,5563.317864,70489.34676,Yes,192095.0976,24.29457131,697870.0523,38.04800042,1601.055895,80,Below_30,1,918.9535313,20,Foot_or_bicycle,Industry_or_other,687.8426016,0,No
Browns,8,1808.584626,267735.0944,Social,602.861542,Yes,444.1071055,Yes,Female,By_16:00,0.907540823,0.987861956,2.977899397,2.58924152,3.896689378,2.35758899,3029,85.1498839,465.4320873,5371.935229,46429.06993,No,197231.1211,21.57387511,433779.6709,11.79602111,364054.9004,70,30-45,2,499.0535489,14,Public_or_other,Industry_or_other,71.50791951,3,No
Purples,1,-49.52119477,42312.57083,Social,-16.50706492,Yes,603.7785194,No,Female,After_16:00,0.155534453,0.082446308,3.399644112,2.329324444,3.510564631,3.036249657,8839,43.18764152,554.0484766,7145.882147,72605.36254,No,364548.5005,23.53823436,615336.566,76.00944771,265.9761275,70,45_and_up,1,950.7008197,15,Motorcycle_or_truck,Student_or_Unemployed,783.3586776,1,Yes
Blues,2,378.3593577,56395.63053,Financial,126.1197859,No,447.1592631,Yes,Female,After_16:00,0.746829743,0.798118599,9.07354583,9.945062639,1.475702641,9.94079096,7257,69.9412687,583.6333064,5638.859244,68336.76615,Yes,199951.4066,24.15850381,682323.4579,23.06665641,16042.32018,60,Below_30,0,875.2988186,2,Public_or_other,Student_or_Unemployed,610.625833,1,No
Greys,2,556.0460993,82100.89892,Environment,185.3486998,No,442.9537355,Yes,Male,After_16:00,0.920019519,0.645790218,3.633620003,5.683505603,7.937015672,2.316093806,3337,89.10923821,596.0225032,5621.582361,72114.72901,Yes,196208.0118,24.41357211,711673.5031,14.06605197,34549.4892,90,45_and_up,2,948.165958,11,Car,Student_or_Unemployed,734.9006631,0,No
Yellows,8,259.5413632,45334.42857,Healthcare,86.51378772,No,524.0139146,No,Female,After_16:00,0.951041332,0.478110611,6.983749461,6.010918242,3.535347283,8.613237429,3952,59.46310577,641.0803084,6522.299763,77059.44363,Yes,274590.5827,25.31956375,823235.189,55.48273416,7581.149254,80,45_and_up,2,995.9993735,15,Car,Hightech,733.251409,3,No
Oranges,5,856.1790766,134349.6336,Environment,285.3930255,No,470.7530373,Yes,Male,After_16:00,0.044580491,0.060703608,5.832654824,9.896668624,5.822670562,3.563539619,9117,79.32142811,613.0424468,5933.615266,76192.46755,Yes,221608.4221,24.759694,752955.2827,13.55517544,81744.57205,90,30-45,3,1015.036771,16,Foot_or_bicycle,Industry_or_other,832.4465293,0,No
Blues,4,195.7299621,40258.88517,Financial,65.24332071,No,409.1614189,Yes,Male,After_16:00,0.105658768,0.182476204,5.579967634,5.375028126,1.934057462,6.536949263,8203,36.95816342,558.0569486,5207.728087,65065.00256,Yes,167413.0667,23.623229,623859.6991,85.55074935,4331.934218,60,45_and_up,1,835.8783207,4,Car,Student_or_Unemployed,585.4218501,1,No
Blues,5,445.2450571,90275.57059,Environment,148.415019,No,608.2643871,No,Female,After_16:00,0.255240306,0.830295661,7.722291104,9.844905916,9.650227053,5.868017755,8861,65.99948721,650.9774572,7384.598786,78075.24554,Yes,369985.5646,25.51425988,848842.2838,59.26778796,22185.43289,90,30-45,2,987.0660281,14,Public_or_other,Public_Sector,680.7197558,0,No
Reds,7,82.8839095,15478.94343,Social,27.62796983,No,560.2635129,No,Female,After_16:00,0.930247013,0.822329327,3.186679145,0.296473515,2.358039236,3.419153481,7364,51.85918058,683.6401138,6969.915357,80698.84386,Yes,313895.2039,26.14651246,936014.5328,30.3467876,800.932687,70,30-45,3,1029.631911,13,Foot_or_bicycle,Hightech,716.6589147,0,No
Blues,5,454.8233096,88777.50944,Financial,151.6077699,No,585.5736122,No,Female,After_16:00,0.699844879,0.311542029,9.742238098,6.817373037,4.722713893,2.358893044,5451,98.15364541,652.7603537,7161.25683,77422.73605,Yes,342896.4553,25.54917521,853450.6521,88.46052,23146.52365,60,30-45,1,977.5016001,7,Car,Public_Sector,662.9198411,0,No
Reds,7.333333333,324.0242822,40185.24654,Healthcare,108.0080941,No,372.0577323,Yes,Female,By_16:00,0.584109789,0.908069352,8.712938675,6.845044901,3.412984863,5.828687695,7091,64.11267568,693.965384,5108.508091,81076.50519,Yes,138426.9561,26.34322273,964394.2397,86.23821132,11783.75648,80,Below_30,3,1079.911424,11,Motorcycle_or_truck,Industry_or_other,836.2736094,0,No
Blues,6,358.8085621,49116.12592,Education,119.602854,No,410.6601495,Yes,Female,By_16:00,0.198300485,0.773391102,8.102235119,0.539715164,0.504857514,4.422007084,6712,24.09586709,588.2228433,5283.047182,67445.33515,Yes,168641.7584,24.25330582,693015.7688,20.83492021,14434.44555,100,30-45,1,861.9075553,17,Motorcycle_or_truck,Public_Sector,582.8819627,0,No
Blues,5,429.1901795,55318.86952,Environment,143.0633932,No,386.6738255,Yes,Male,By_16:00,0.566493652,0.181367853,0.271861404,0.833861395,3.270599667,0.740144367,8865,69.34167228,550.4067784,4967.551812,63291.15157,Yes,149516.6473,23.46074974,605895.2434,5.147255585,20620.19786,90,45_and_up,2,809.7977063,16,Motorcycle_or_truck,Industry_or_other,551.5284465,1,No
Yellows,10,714.8175654,100917.8946,Social,238.2725218,No,423.5397933,Yes,Male,By_16:00,0.870605394,0.116730479,8.292153915,5.294640702,1.49420813,1.457825457,5927,12.49022465,572.5647448,5380.527423,66461.29856,Yes,179385.9565,23.92832516,656679.3547,95.6369401,57022.06717,70,Below_30,3,850.1827386,2,Motorcycle_or_truck,Hightech,585.040978,0,No
Yellows,10,364.0751698,50947.08144,Environment,121.3583899,No,419.8068339,Yes,Female,By_16:00,0.660933911,0.602031154,7.60405865,4.69355393,7.488937245,8.427360123,9116,79.10870949,615.5529073,5429.174153,73804.03867,Yes,176237.7778,24.81033872,758998.0959,28.73738476,14859.2172,90,45_and_up,1,974.741124,14,Foot_or_bicycle,Public_Sector,757.525648,0,No
Oranges,9,309.0997404,45597.38146,Healthcare,103.0332468,No,442.5501756,Yes,Female,By_16:00,0.709560567,0.927935244,7.727001675,9.076550328,7.762221287,0.710713267,6742,29.80539235,585.7370491,5596.975854,72487.31918,Yes,195850.6579,24.20200506,687415.5055,70.32524664,10728.88319,80,30-45,2,965.0053675,3,Car,Public_Sector,787.1740117,1,No
Reds,7,101.482237,20006.66913,Financial,33.82741233,No,591.4336259,No,Male,After_16:00,0.898823252,0.851269368,5.296323844,7.878142502,6.696905431,4.827514985,4942,2.265296131,683.107468,7280.551195,81651.28561,Yes,349793.7338,26.13632468,934609.9427,60.25644639,1188.121237,60,Below_30,2,1042.381748,14,Motorcycle_or_truck,Industry_or_other,736.8833275,0,No
Whites,3,911.9111655,219096.7015,Military,303.9703885,No,720.7830427,No,Female,After_16:00,0.70849604,0.853361309,1.112327874,9.685550174,4.080359291,7.964369308,6652,0.305861817,940.981769,9089.793965,109633.5426,Yes,519528.1947,30.67542614,1772585.105,32.30930977,92711.96747,30,45_and_up,1,1399.433403,14,Public_or_other,Services_or_Retail,960.9430137,0,Yes
Whites,6,151.6246763,46148.03935,Military,50.54155876,No,913.0711532,No,Male,By_16:00,0.322635445,0.842947192,6.248096444,3.376955888,6.978575152,6.643288704,4601,38.63442915,967.7614471,11066.23443,114117.0443,Yes,833698.9308,31.10886445,1874968.113,67.59342507,2614.990721,30,45_and_up,2,1422.595002,6,Foot_or_bicycle,Student_or_Unemployed,920.6051686,0,Yes
Yellows,2,344.5976558,49541.25783,Financial,114.8658853,No,431.296531,Yes,Female,By_16:00,0.432339857,0.133187075,2.179742574,1.45090956,2.764735713,1.259690658,7341,99.14920037,590.1512293,5493.267768,68742.85642,Yes,186016.6976,24.29302841,697615.579,19.55322223,13319.03748,60,30-45,0,882.9335215,3,Public_or_other,Industry_or_other,617.335524,1,No
Blues,4,335.0279462,48884.35643,Environment,111.6759821,No,437.7338396,Yes,Male,After_16:00,0.430493212,0.09702098,2.707972329,5.471076784,4.943624204,0.91298816,8575,81.38311433,605.98699,5589.312376,70346.09073,Yes,191610.9143,24.616803,735515.4003,15.71923422,12593.20095,90,45_and_up,2,902.762898,17,Car,Public_Sector,627.2024461,0,No
Yellows,5,136.4244426,18286.20601,Education,45.4748142,No,402.1172232,Yes,Female,After_16:00,0.574675672,0.720324127,5.68955079,9.432417289,2.345641891,2.881534719,4857,3.744408442,597.5068354,5216.185903,67943.99414,Yes,161698.2612,24.44395294,715019.539,39.45069443,2123.433541,100,30-45,1,867.2603635,6,Public_or_other,Industry_or_other,578.5849786,2,No
Yellows,9,725.5043486,117400.895,Social,241.8347829,No,485.4590957,Yes,Male,After_16:00,0.108092326,0.610629924,8.763055385,1.182564483,6.33643148,8.086767681,6730,70.59593478,592.3214587,6039.233875,73678.80516,Yes,235670.5336,24.33765516,701689.4208,32.37708535,58735.89698,70,45_and_up,1,973.8153056,18,Foot_or_bicycle,Public_Sector,784.360166,3,No
Reds,5,302.2109089,40951.60731,Education,100.7369696,No,406.5201431,Yes,Female,By_16:00,0.232347519,0.472948628,4.706658924,3.075202925,5.202910919,5.856850054,5816,53.8573778,720.053366,5505.308163,84311.77756,Yes,165258.6267,26.83381013,1038230.945,67.23862407,10258.67402,100,30-45,0,1119.062345,6,Public_or_other,Services_or_Retail,860.7246022,0,No
Oranges,2,667.3755691,88294.09337,Financial,222.458523,No,396.9013736,Yes,Female,By_16:00,0.749901051,0.535722434,3.244257485,6.905118567,5.092720073,7.639508215,3423,42.44272017,596.9362142,5162.886165,71530.79715,Yes,157530.7004,24.43227812,713812.9618,12.86373809,49720.253,60,30-45,0,947.1191795,16,Motorcycle_or_truck,Student_or_Unemployed,740.3728987,0,No
Greens,4,618.2220597,109487.8226,Foreign_Affairs,206.0740199,No,531.3033767,No,Male,By_16:00,0.742556012,0.371498994,9.168320049,8.106898025,4.175172625,1.403645042,6874,19.60819878,533.1670398,6379.367846,63754.4616,Yes,282283.278,23.09041013,569600.2245,77.877203,42682.5757,40,Below_30,2,795.3489564,16,Motorcycle_or_truck,Student_or_Unemployed,524.736566,2,Yes
Pinks,8,891.9984234,286682.7087,Other,297.3328078,No,964.1812177,No,Female,By_16:00,0.904961913,0.191545544,6.389683741,2.01284074,2.976113001,3.36419546,7706,76.76687702,807.7998844,11257.41195,102839.8116,Yes,929645.4205,28.42182057,1307004.389,53.94238308,88714.1314,50,Below_30,2,1297.888889,5,Public_or_other,Industry_or_other,948.9017436,1,Yes
Blues,9,68.74309094,10420.81721,Social,22.91436365,No,454.7722716,Yes,Female,By_16:00,0.459286212,0.977285255,5.488219955,3.759249444,8.238805351,8.600702216,4429,16.13270025,581.6414038,5711.005523,68146.12055,Yes,206817.819,24.11724287,677681.8558,84.10602924,557.982425,70,30-45,3,870.773613,11,Public_or_other,Industry_or_other,603.6382449,0,No
Reds,1,346.218219,41101.66215,Financial,115.406073,No,356.1481738,Yes,Male,After_16:00,0.881960291,0.51582051,1.402191746,0.417642926,2.417858092,2.492802683,9627,45.89918135,737.5470987,5036.575936,83947.787,Yes,126841.5217,27.15781837,1089138.876,43.00925345,13443.96776,60,30-45,2,1110.048514,12,Car,Public_Sector,821.2826151,0,No
Yellows,9,170.1449482,21840.78821,Environment,56.71498274,No,385.0973262,Yes,Female,After_16:00,0.234044368,0.916978085,1.67202431,0.01886023,1.909223215,8.388805354,3484,40.168785,571.4268277,4993.826918,66784.43052,Yes,148299.9507,23.90453571,654083.7984,90.30093329,3283.30425,90,30-45,3,868.5249593,14,Foot_or_bicycle,Public_Sector,631.4621635,1,No
Pinks,4,740.0455122,183138.823,Other,246.6818374,No,742.4090274,No,Female,By_16:00,0.868240942,0.392391616,0.977576289,3.428925565,7.576659939,1.15309421,5405,49.1204503,97.69433038,7619.478934,42893.72265,Yes,551171.1639,9.884044232,20817.17439,31.20672435,61108.61073,50,30-45,1,650.3662947,1,Motorcycle_or_truck,Public_Sector,976.4009891,3,Yes
Oranges,3,667.440348,179012.1783,Social,222.480116,No,804.621022,No,Male,After_16:00,0.992975484,0.966337729,5.748890101,9.895224278,3.770150754,8.407827802,7407,91.29395455,871.7272186,9789.664657,100077.5883,Yes,647414.989,29.52502699,1521355.693,82.67761574,49729.88213,70,30-45,3,1227.209065,4,Public_or_other,Student_or_Unemployed,724.3849329,1,No
Pinks,8,204.9843568,52013.86979,Military,68.32811893,No,761.236671,No,Male,By_16:00,0.122431163,0.421370069,1.275341839,3.151331304,1.12520342,8.238663396,5013,91.15086913,719.5281715,9051.423053,90336.2613,Yes,579481.2693,26.82402228,1037075.119,43.07191861,4747.059956,30,Below_30,2,1154.850851,20,Foot_or_bicycle,Services_or_Retail,862.3036597,0,Yes
Blues,5,498.9686867,69815.5299,Social,166.3228956,No,419.7589854,Yes,Male,After_16:00,0.680359033,0.33818987,0.633134511,3.784788537,7.174242723,1.995936069,6450,28.28529726,619.6614709,5436.912796,71687.13591,Yes,176197.6059,24.89300044,767960.6771,42.80233434,27839.62849,70,Below_30,4,925.2867764,12,Foot_or_bicycle,Public_Sector,651.2311083,0,No
Greys,1,99.13701485,20367.77708,Environment,33.04567162,No,616.3523417,No,Male,After_16:00,0.702414111,0.711988931,5.361836026,9.978749114,7.520678346,5.318538798,8420,19.60569227,580.9131144,7325.349645,72120.6649,Yes,379890.2091,24.10213921,676205.9942,18.72281577,1135.062084,90,Below_30,0,914.231514,1,Foot_or_bicycle,Public_Sector,659.5489538,0,No
Yellows,1,594.4773559,73949.62713,Environment,198.1591186,No,373.1830644,Yes,Male,After_16:00,0.611765939,0.854336373,3.851561106,5.951584477,3.584033353,2.823543064,4469,42.38545136,607.1843443,4946.199333,69490.87793,Yes,139265.5996,24.64111086,738362.405,22.88758263,39475.19541,90,30-45,2,900.5672226,12,Public_or_other,Public_Sector,633.5660126,4,No
Yellows,6,483.4177807,71830.39025,Social,161.1392602,No,445.765918,Yes,Female,By_16:00,0.219526609,0.200979168,7.225987997,3.569527469,0.702348168,4.953418819,7879,43.08580826,625.7087298,5709.07664,73241.30617,Yes,198707.2536,25.01417058,783022.8291,87.56367555,26137.00045,70,30-45,4,946.9880828,6,Car,Hightech,678.547268,0,No
Yellows,8,652.5443097,120413.7667,Financial,217.5147699,No,553.5889206,No,Male,By_16:00,0.492104176,0.841073568,3.781497183,6.346178539,9.846372942,2.831304159,5840,47.75709179,569.2413012,6674.371808,73136.12818,Yes,306460.693,23.85877828,649425.5944,81.2921003,47540.1899,60,30-45,2,963.0198118,17,Motorcycle_or_truck,Hightech,790.6874974,0,No
